name,schedulable,makespan,CALAPCalculationTime,schedulerTime
NXT Motion (specialized)_0.68,True,6.959108255367553e-05,0.20592141151428223,2.9857873916625977
NXT Motion (specialized)_0.69,True,7.017743255175265e-05,0.1744215488433838,3.090169668197632
NXT Motion (specialized)_0.7,False,7.189201171387647e-05,0.16512537002563477,2.779496192932129
NXT Motion (specialized)_0.71,True,7.031682522145993e-05,0.16959023475646973,2.9669625759124756
NXT Motion (specialized)_0.72,True,7.053477503427139e-05,0.17188405990600586,3.0434579849243164
NXT Motion (specialized)_0.73,True,7.157052215812495e-05,0.18847227096557617,2.9639065265655518
NXT Motion (specialized)_0.74,False,7.198651788249368e-05,0.1682882308959961,2.7339086532592773
NXT Motion (specialized)_0.75,False,7.088450104454638e-05,0.16715431213378906,2.7028682231903076
NXT Motion (specialized)_0.76,False,7.156275458535932e-05,0.18473100662231445,2.760270357131958
NXT Motion (specialized)_0.77,False,7.195734995564296e-05,0.17402338981628418,2.535836935043335
NXT Motion (specialized)_0.78,False,7.161231595262226e-05,0.18529868125915527,2.6159815788269043
NXT Motion (specialized)_0.79,False,7.178076070716402e-05,0.17404699325561523,2.633249521255493
NXT Motion (specialized)_0.8,False,7.188771891174914e-05,0.17852497100830078,2.123243808746338
NXT Motion (specialized)_0.81,False,7.127792342699546e-05,0.17799973487854004,2.5097787380218506
NXT Motion (specialized)_0.82,False,7.166429133360749e-05,0.1720411777496338,2.3575940132141113
NXT Motion (specialized)_0.83,False,7.094320474905887e-05,0.18324708938598633,2.3651835918426514
NXT Motion (specialized)_0.84,False,7.19890769820196e-05,0.17632055282592773,2.56301212310791
NXT Motion (specialized)_0.85,False,7.104724498976598e-05,0.17134666442871094,2.2599527835845947
NXT Motion (specialized)_0.86,False,7.170521705904818e-05,0.18750834465026855,2.501927375793457
NXT Motion (specialized)_0.87,False,7.199781233419e-05,0.17562103271484375,2.4322738647460938
NXT Motion (specialized)_0.88,False,7.067776221070482e-05,0.18239378929138184,2.03753924369812
NXT Motion (specialized)_0.89,False,7.112881241270383e-05,0.17833280563354492,2.1268887519836426
NXT Motion (specialized)_0.9,False,7.190046252741029e-05,0.2004718780517578,2.5309677124023438
NXT Motion (specialized)_0.91,False,7.19917956568287e-05,0.1855626106262207,2.082993745803833
NXT Motion (specialized)_0.92,False,7.198427786216571e-05,0.1684262752532959,1.851280689239502
NXT Motion (specialized)_0.93,False,7.145986955084148e-05,0.18002676963806152,2.112666368484497
NXT Motion (specialized)_0.94,False,7.177764531903995e-05,0.17510247230529785,2.0116240978240967
NXT Motion (specialized)_0.95,False,7.190449296984822e-05,0.16992735862731934,2.2044973373413086
NXT Motion (specialized)_0.96,False,7.169218510009674e-05,0.1858987808227539,2.1226983070373535
NXT Motion (specialized)_0.97,False,7.199084814007555e-05,0.17875218391418457,2.080308198928833
NXT Motion (specialized)_0.98,False,7.118214158106195e-05,0.17017006874084473,1.958416223526001
NXT Motion (specialized)_0.99,False,7.19747275203044e-05,0.18285608291625977,1.9195079803466797
NXT Motion (specialized)_1.0,False,7.164813971300278e-05,0.17815566062927246,1.9523658752441406
